UPC,System ID,Category Name,Price,QOH,Product ID,URL,Category,Photo,Brand Name,Name,Brand,Short Name,Pets,Size,buy_12_get_1_free
811048021298,210000073054,Dog > Grooming > Shampoos & Conditioners > Shampoos,20.99,2,10100566_1,https://www.littlepetexpress.com/products/nootie-medicated-anti-itch-dog-shampoo/?case_option=False,Shampoos,['downloaded_images/10100566/10100566_1/image_24097.jpg'],Nootie,"Nootie Medicated Anti-Itch Dog Shampoo, 8-oz",Nootie,Medicated Anti-Itch Shampoo,Dogs,8-oz,No
072705114740,210000048026,Dog > Food > Dry Food,17.29,1,10100270_1,https://www.littlepetexpress.com/products/fromm-four-star-grain-free-chicken-au-frommage-dry-dog-food-3/?case_option=False,Dry Food,"['downloaded_images/10100270/10100270_1/four-star-dog-dry-chicken-au-frommage-env-211470.jpg', 'downloaded_images/10100270/10100270_1/image_48025.jpg']",Fromm,"Fromm Four-Star Nutritionals Chicken Au Frommage Dry Dog Food, 4-lb",Fromm,Four-Star Nutritionals Chicken Au age,Dogs,4-lb,No
183413000109,210000007076,Dog > Food > Air-Dried & Dehydrated Food,118.99,0,10100866_2,https://www.littlepetexpress.com/products/the-honest-kitchen-grain-free-turkey-recipe-dehydrated-dog-food-4/?case_option=False,Air-Dried & Dehydrated Food,"['downloaded_images/10100866/10100866_2/image_7076_DHH4aZq.jpg', 'downloaded_images/10100866/10100866_2/image_7076_TECXGXN.jpg']",The Honest Kitchen,"The Honest Kitchen Turkey Recipe Grain-Free Dehydrated Dog Food, 10-lb box",The Honest Kitchen,Turkey Recipe Grain-Free,Dogs,10-lb box,No
685038117403,210000052136,Dog > Food > Wet Food,3.69,9,10100137_1,https://www.littlepetexpress.com/products/daves-pet-food-restricted-bland-diet-lamb-rice-formula-canned-dog-food-13-oz-case-of-12-2/?case_option=False,Wet Food,['downloaded_images/10100137/10100137_1/image_52136.jpg'],Dave's Pet Food,"Dave's Pet Food Restricted Bland Diet Lamb & Rice Wet Dog Food Can, 13-oz",Dave's Pet Food,Restricted Bland Diet Lamb & Rice Formula,Dogs,13-oz,Yes
759023067643,210000017346,Dog > Leashes & Collars > Harnesses,29.99,1,,,,,PetSafe,"PetSafe Easy Walk Dog Harness, Red/Black, Medium",PetSafe,Easy Walk Harness,Dogs,Medium,No
087316383058,210000048137,Dog > Food > Freeze-Dried Food,26.99,2,10100585_1,https://www.littlepetexpress.com/products/northwest-naturals-raw-diet-grain-free-beef-nuggets-freeze-dried-dog-food-12z/?case_option=False,Freeze-Dried Food,['downloaded_images/10100585/10100585_1/beefnw.jpg'],Northwest Naturals,"Northwest Naturals Raw Diet Beef Nuggets Freeze-Dried Dog Food, 12-oz",Northwest Naturals,Raw Diet Beef Nuggets,Dogs,12-oz,No
087316383157,210000048146,Dog > Food > Freeze-Dried Food,24.99,3,10100589,https://www.littlepetexpress.com/products/the-little-pet-shoppe/northwest-naturals-raw-diet-grain-free-lamb-nuggets-freeze-dried-dog-food-12z/,Freeze-Dried Food,['downloaded_images/10100589/image_48146_2dqQMtP.jpg'],Northwest Naturals,"Northwest Naturals Raw Diet Lamb Nuggets Freeze-Dried Dog Food, 12-oz",Northwest Naturals,Raw Diet Lamb Nuggets Freeze-Dried,Dogs,12-oz,No
856713005395,210000009258,Dog > Grooming > Waterless Grooming > Grooming Sprays & Detanglers,16.39,2,10100758,https://www.littlepetexpress.com/products/the-little-pet-shoppe/skouts-honor-probiotic-honeysuckle-daily-use-pet-detangler-8-oz-bottle-1/,Grooming Sprays & Detanglers,['downloaded_images/10100758/image_9258.jpg'],Skout's Honor,"Skout's Honor Probiotic Honeysuckle Daily Use Pet Detangler, 8-oz bottle",Skout's Honor,Probiotic Honeysuckle Daily Use Pet Detangler,Dogs,8-oz,No
856713005371,210000009261,Dog > Grooming > Shampoos & Conditioners,22.89,2,10100759,https://www.littlepetexpress.com/products/the-little-pet-shoppe/skouts-honor-probiotic-honeysuckle-pet-shampoo-conditioner-16-oz-bottle-1/,Shampoos & Conditioners,['downloaded_images/10100759/image_9261_9EDiXpb.jpg'],Skout's Honor,"Skout's Honor Probiotic Honeysuckle Pet Shampoo & Conditioner, 16-oz",Skout's Honor,Probiotic Honeysuckle Shampoo & Conditioner,Dogs,16-oz,No
878408005220,210000052290,Dog > Food > Wet Food,4.99,11,10100943_2,https://www.littlepetexpress.com/products/weruva-bed-breakfast-with-chicken-egg-pumpkin-in-gravy-grain-free-canned-dog-food/?case_option=False,Wet Food,"['downloaded_images/10100943/10100943_2/image_52290_unMsd36.jpg', 'downloaded_images/10100943/10100943_2/image_52290_LgIEGLF.jpg', 'downloaded_images/10100943/10100943_2/image_52290.jpg']",Weruva,"Weruva Classic Dog Bed & Breakfast with Chicken, Egg, Pumpkin & Ham in Gravy Wet Dog Food Can, 14-oz",Weruva,"Classic Bed & Breakfast with Chicken, Egg, Pumpkin & Ham in Gravy",Dogs,14-oz,Yes
878408005107,210000052291,Dog > Food > Wet Food,4.39,8,10100944_2,https://www.littlepetexpress.com/products/weruva-cirque-de-la-mer-with-tuna-veggies-in-pumpkin-soup-grain-free-canned-dog-food/?case_option=False,Wet Food,"['downloaded_images/10100944/10100944_2/image_52291_jheWnU8.jpg', 'downloaded_images/10100944/10100944_2/image_52291_fOOtl2O.jpg', 'downloaded_images/10100944/10100944_2/image_52291.jpg']",Weruva,"Weruva Classic Dog Cirque de la Mer with Tuna & Veggies in Pumpkin Soup Wet Dog Food Can, 14-oz",Weruva,Classic Cirque de la Mer with Tuna & Veggies in Pumpkin Soup,Dogs,14-oz,Yes
878408005190,210000052296,Dog > Food > Wet Food,4.39,7,10100946_2,https://www.littlepetexpress.com/products/weruva-jammin-salmon-with-chicken-salmon-in-pumpkin-soup-grain-free-canned-dog-food/?case_option=False,Wet Food,"['downloaded_images/10100946/10100946_2/image_52296_DnEL6FR.jpg', 'downloaded_images/10100946/10100946_2/image_52296.jpg', 'downloaded_images/10100946/10100946_2/image_52296_N7iT9ty.jpg']",Weruva,"Weruva Classic Dog Jammin' Salmon with Chicken & Salmon in Pumpkin Soup Wet Dog Food Can, 14-oz",Weruva,Classic Jammin' Salmon with Chicken & Salmon in Pumpkin Soup,Dogs,14-oz,Yes
072705119004,210000052347,Dog > Food > Wet Food,2.99,3,10100290_1,https://www.littlepetexpress.com/products/fromm-gold-grain-free-salmon-and-chicken-pate-canned-dog-food/?case_option=False,Wet Food,"['downloaded_images/10100290/10100290_1/image_48011_hTxc6ua.jpg', 'downloaded_images/10100290/10100290_1/image_48011_Qs9AQsO.jpg']",Fromm,"Fromm Salmon & Chicken Pate Canned Dog Food, 12.2-oz",Fromm,Salmon & Chicken Pate,Dogs,12.2-oz,Yes
888641132058,210000035993,Cat > Food > Dry Food,15.79,3,10100296_2,https://www.littlepetexpress.com/products/fussie-cat-market-fresh-chicken-turkey-recipe-grain-free-dry-cat-food-2/?case_option=False,Dry Food,"['downloaded_images/10100296/10100296_2/image_35993.jpg', 'downloaded_images/10100296/10100296_2/image_35993_7o1Km2K.jpg', 'downloaded_images/10100296/10100296_2/image_35993_Z8dh8Vy.jpg']",Fussie Cat,"Fussie Cat Market Fresh Chicken & Turkey Recipe Grain-Free Dry Cat Food, 4-lb",Fussie Cat,Market Fresh Chicken & Turkey Recipe Grain-Free,Cats,4-lb,No
888641132102,210000035997,Cat > Food > Dry Food,36.39,4,10100299_3,https://www.littlepetexpress.com/products/fussie-cat-market-fresh-salmon-chicken-recipe-grain-free-dry-cat-food-3/?case_option=False,Dry Food,"['downloaded_images/10100299/10100299_3/image_35997_5q8xrWR.jpg', 'downloaded_images/10100299/10100299_3/image_35997.jpg', 'downloaded_images/10100299/10100299_3/image_35997_FKkR0fe.jpg']",Fussie Cat,"Fussie Cat Market Fresh Salmon & Chicken Recipe Grain-Free Dry Cat Food, 10-lb",Fussie Cat,Market Fresh Salmon & Chicken Recipe Grain-Free,Cats,10-lb,No
073893030034,210000052387,Dog > Food > Wet Food,3.39,10,10100616_1,https://www.littlepetexpress.com/products/nutrisource-grain-free-seafood-select-formula-canned-dog-food/?case_option=False,Wet Food,['downloaded_images/10100616/10100616_1/image_52387.jpg'],NutriSource,"NutriSource Grain Free Seafood Select Formula Canned Dog Food, 13-oz",NutriSource,Grain Free Sea Select Formula,Dogs,13-oz,Yes
693804112538,210000052393,Cat > Food > Wet Food,2.69,4,10100880_1,https://www.littlepetexpress.com/products/tiki-cat-after-dark-chicken-beef-canned-cat-food-4/?case_option=False,Wet Food,"['downloaded_images/10100880/10100880_1/image_52393.jpg', 'downloaded_images/10100880/10100880_1/image_52393_XbgmdOA.jpg']",Tiki Pets,"Tiki Cat After Dark Chicken & Beef Recipe in Broth, 2.8-oz",Tiki Pets, After Dark Chicken & Beef Recipe in Broth,Cats,2.8-oz,Yes
693804109095,210000052409,Cat > Food > Wet Food,2.29,18,10100887_1,https://www.littlepetexpress.com/products/tiki-cat-oahu-luau-seabass-in-seabass-consomme-grain-free-canned-cat-food-4/?case_option=False,Wet Food,"['downloaded_images/10100887/10100887_1/image_52409.jpg', 'downloaded_images/10100887/10100887_1/image_52409_moaY8LJ.jpg']",Tiki Pets,"Tiki Cat Luau Seabass Recipe in Seabass Consomme, 2.8-oz",Tiki Pets, Luau Seabass Recipe in Seabass Consomme,Cats,2.8-oz,Yes
850001022033,210000069795,Dog > Food > Dry Food,32.39,0,10100868_1,https://www.littlepetexpress.com/products/the-honest-kitchen-whole-food-clusters-grain-free-chicken-dog-food-3/?case_option=False,Dry Food,"['downloaded_images/10100868/10100868_1/image_60621_S8CJHoC.jpg', 'downloaded_images/10100868/10100868_1/image_60621.jpg']",The Honest Kitchen,"The Honest Kitchen Whole Food Clusters Chicken Grain-Free Dry Dog Food, 5-lb",The Honest Kitchen,Whole Food Clusters Chicken Grain-Free,Dogs,5-lb,No
852874005069,210000048385,Dog > Treats > Frozen Treat,13.99,0,10100847_2,https://www.littlepetexpress.com/products/the-bear-the-rat-35z-frozen-yogurt-with-bacon-peanut-butter-frozen-dog-treat/?case_option=False,Frozen Treat,"['downloaded_images/10100847/10100847_2/BNnn7tX.jpeg', 'downloaded_images/10100847/10100847_2/KqYz5KR.jpg', 'downloaded_images/10100847/10100847_2/x0d0rTp.png']",The Bear & The Rat,"The Bear & The Rat Bacon & Peanut Butter Frozen Yogurt Dog Treats, 3.5-oz, 4-pack",The Bear & The Rat,Bacon & Peanut Butter Frozen Yogurt,Dogs,"3.5-oz, 4-pack",No
035585111315,210000029981,Dog > Toys > Interactive Toys > Treat Toys & Dispensers,6.99,0,10100436_2,https://www.littlepetexpress.com/products/kong-classic-dog-toy-4/?case_option=False,Treat Toys & Dispensers,"['downloaded_images/10100436/10100436_2/image_29981_vgbp9wE.jpg', 'downloaded_images/10100436/10100436_2/image_29981_IIjhKZB.jpg', 'downloaded_images/10100436/10100436_2/image_29981_u1yLDbA.jpg']",KONG,"KONG Classic Dog Toy, Small",KONG,Classic,Dogs,Small,No
035585111414,210000029983,Dog > Toys > Interactive Toys > Treat Toys & Dispensers,14.99,0,10100436_3,https://www.littlepetexpress.com/products/kong-classic-dog-toy-2/?case_option=False,Treat Toys & Dispensers,"['downloaded_images/10100436/10100436_3/image_29983_hjFSfN9.jpg', 'downloaded_images/10100436/10100436_3/image_29983_3VId82E.jpg', 'downloaded_images/10100436/10100436_3/image_29983_jygWgYp.jpg']",KONG,"KONG Classic Dog Toy, XX-Large",KONG,Classic,Dogs,XX-Large,No
660048061007,210000017711,Dog > Toys > Fetch Toys > Launchers,13.19,0,10100118_1,https://www.littlepetexpress.com/products/chuckit-sport-launcher-color-varies-3/?case_option=False,Launchers,['downloaded_images/10100118/10100118_1/image_17707_T4nP4Za.jpg'],Chuckit,"Chuckit! Sport Launcher, Color Varies, Jr. 18M",Chuckit,"Sport Launcher, Blue",Dogs,Jr. 18M,No
8901709014553,210000069894,Dog > Treats > Bully Sticks & Natural Chews > Bully Sticks,4.99,23,10100386_1,https://www.littlepetexpress.com/products/honey-im-home-natural-honey-coated-buffalo-bully-sticks-dog-chews-6-2/?case_option=False,Bully Sticks,['downloaded_images/10100386/10100386_1/Buffalo_Bully_Sticks_Dog_Chews.png'],Honey I'm Home,"Honey I'm Home Natural Honey Coated Buffalo Bully Sticks Dog Chews, 6-in, 1 count",Honey I'm Home,Natural Honey Coated Buffalo Bully Sticks,Dogs,6-in,No
087316385779,210000071765,Dog > Food > Freeze-Dried Food,26.99,1,10100590,https://www.littlepetexpress.com/products/the-little-pet-shoppe/northwest-naturals-raw-diet-grain-free-whitefish-salmon-nuggets-freeze-dried-dog-food-11z-2/,Freeze-Dried Food,['downloaded_images/10100590/image_62771.jpg'],Northwest Naturals,"Northwest Naturals Raw Diet Whitefish & Salmon Nuggets Freeze-Dried Dog Food, 12-oz",Northwest Naturals,Raw Diet Whitefish & Salmon Nuggets,Dogs,12-oz,No
878408008979,210000050524,Cat > Food > Wet Food,1.49,1,10100053_1,https://www.littlepetexpress.com/products/bff-tuna-chicken-charm-me-recipe-in-gravy-grain-free-cat-food-pouches-3-oz-case-of-12-2/?case_option=False,Wet Food,"['downloaded_images/10100053/10100053_1/image_50524_U9hFkQc.jpg', 'downloaded_images/10100053/10100053_1/image_50524.jpg', 'downloaded_images/10100053/10100053_1/image_50524_irAiiTn.jpg']",Weruva,"BFF OMG GRAVY Tuna & Chicken Charm Me Dinner in Gravy Wet Cat Food Pouch, 3-oz",Weruva,BFF OMG GRAVY Tuna & Chicken Charm Me Dinner in Gravy,Cats,3-oz,Yes
878408008931,210000050528,Cat > Food > Wet Food,1.49,3,10100057_1,https://www.littlepetexpress.com/products/bff-tuna-turkey-tickles-recipe-in-gravy-grain-free-cat-food-pouches-3-oz-case-of-12-2/?case_option=False,Wet Food,"['downloaded_images/10100057/10100057_1/image_50528.jpg', 'downloaded_images/10100057/10100057_1/image_50528_TzAHmT7.jpg', 'downloaded_images/10100057/10100057_1/image_50528_twcPuFv.jpg']",Weruva,"BFF OMG GRAVY Tuna & Turkey Tickles Dinner in Gravy Wet Cat Food Pouch, 3-oz",Weruva,BFF OMG GRAVY Tuna & Turkey Tickles Dinner in Gravy,Cats,3-oz,Yes
888641130559,210000050546,Cat > Food > Wet Food,1.89,112,10100303_1,https://www.littlepetexpress.com/products/fussie-cat-premium-tuna-with-anchovies-formula-in-aspic-grain-free-canned-cat-food-282-oz-case-of-24-2/?case_option=False,Wet Food,"['downloaded_images/10100303/10100303_1/image_50546_PoCKQL4.jpg', 'downloaded_images/10100303/10100303_1/image_50546_hHGTXYj.jpg', 'downloaded_images/10100303/10100303_1/image_50546.jpg']",Fussie Cat,"Fussie Cat Premium Tuna with Anchovies Formula in Aspic Grain-Free Canned Cat Food, 2.82-oz",Fussie Cat,Premium Tuna with Anchovies Formula in Aspic Grain-Free,Cats,2.82-oz,Yes
888641130535,210000050549,Cat > Food > Wet Food,1.89,38,10100308_1,https://www.littlepetexpress.com/products/fussie-cat-premium-tuna-with-ocean-fish-formula-in-aspic-grain-free-canned-cat-food-282-oz-case-of-24-2/?case_option=False,Wet Food,"['downloaded_images/10100308/10100308_1/image_50549.jpg', 'downloaded_images/10100308/10100308_1/image_50549_kQbXDCs.jpg', 'downloaded_images/10100308/10100308_1/image_50549_0paD8H9.jpg']",Fussie Cat,"Fussie Cat Premium Tuna with Ocean Fish Formula in Aspic Grain-Free Canned Cat Food, 2.82-oz",Fussie Cat,Premium Tuna with Ocean Fish Formula in Aspic Grain-Free,Cats,2.82-oz,Yes
888641130542,210000050551,Cat > Food > Wet Food,1.89,75,10100309_1,https://www.littlepetexpress.com/products/fussie-cat-premium-tuna-with-salmon-formula-in-aspic-grain-free-canned-cat-food-282-oz-case-of-24-2/?case_option=False,Wet Food,"['downloaded_images/10100309/10100309_1/image_50551_9lB0Eiy.jpg', 'downloaded_images/10100309/10100309_1/image_50551.jpg', 'downloaded_images/10100309/10100309_1/image_50551_ffRb8H7.jpg']",Fussie Cat,"Fussie Cat Premium Tuna with Salmon Formula in Aspic Grain-Free Canned Cat Food, 2.82-oz",Fussie Cat,Premium Tuna with Salmon Formula in Aspic Grain-Free,Cats,2.82-oz,Yes
858833002261,210000048518,Dog > Food > Frozen Food,45.99,1,10100719_2,https://www.littlepetexpress.com/products/raw-bistro-free-range-chicken-entree-grain-free-raw-frozen-dog-food-3/?case_option=False,Frozen Food,['downloaded_images/10100719/10100719_2/image_48518.jpg'],Raw Bistro,"Raw Bistro Free-Range Chicken Entree Grain-Free Raw Frozen Dog Food, 6-lb",Raw Bistro,Free-Range Chicken Entree Grain-Free Raw,Dogs,6-lb,No
878408008269,210000050581,Cat > Food > Wet Food,1.89,9,10100107_1,https://www.littlepetexpress.com/products/weruva-cats-in-the-kitchen-mack-jack-sam-salmon-mackerel-skip-jack-tuna-in-gravy-recipe-grain-free-cat-food-pouches-3-oz-case-of-8-2/?case_option=False,Wet Food,"['downloaded_images/10100107/10100107_1/image_50581_MoXoMeB.jpg', 'downloaded_images/10100107/10100107_1/image_50581_Yik9Tfv.jpg', 'downloaded_images/10100107/10100107_1/image_50581.jpg']",Weruva,"Cats in the Kitchen Mack, Jack & Sam Salmon, Mackerel & Skipjack Tuna in Gravy Wet Cat Food Pouch, 3-oz",Weruva,"Cats in the Kitchen Mack, Jack & Sam Salmon, Mackerel & Skipjack Tuna in Gravy",Cats,3-oz,Yes
855089008207,210000058567,Dog > Food > Food Toppings > Wet Food Toppings,2.69,12,10100865_1,https://www.littlepetexpress.com/products/the-honest-kitchen-pour-over-superfood-lamb-beef-spinach-stew-dog-food-2/?case_option=False,Wet Food Toppings,['downloaded_images/10100865/10100865_1/image_58809.jpeg'],The Honest Kitchen,"The Honest Kitchen Superfood Pour Overs Lamb & Beef Stew with Spinach Dog Food Topper, 5.5-oz",The Honest Kitchen,Super Pour Overs Lamb & Beef Stew with Spinach,Dogs,5.5-oz,Yes
853965006965,210000073537,Dog > Flea & Tick > Spot Treatments,16.99,1,10100182_1,https://www.littlepetexpress.com/products/earth-animal-dog-nupro-spot-on-flea-and-tick-5/?case_option=False,Spot Treatments,"['downloaded_images/10100182/10100182_1/image_64955_MxFhgSo.jpg', 'downloaded_images/10100182/10100182_1/image_64955_WLPH0Al.jpg', 'downloaded_images/10100182/10100182_1/image_64955_uuIlm36.jpg']",Earth Animal,Earth Animal Nature's Protection Flea & Tick Prevention Herbal Spot-On for Medium Dogs,Earth Animal,Flea & Tick Prevention Herbal Spot-On,Dogs,Medium Dogs,No
628043603608,210000070116,Dog > Bowls & Feeders > Storage & Accessories,4.99,2,10100495,https://www.littlepetexpress.com/products/the-little-pet-shoppe/messy-cats-silicone-can-cover-green/,Storage & Accessories,['downloaded_images/10100495/MMMC080G_360x_C2fQLUH.jpg'],Messy Mutts,"Messy Mutts Silicone Dog & Cat Can Cover, Green",Messy Mutts,"Silicone Dog & Can Cover, Green",Dogs & Cats,,No
797801036603,210000026132,Dog > Vitamins & Supplements,20.99,0,10100541_1,https://www.littlepetexpress.com/products/naturvet-digestive-enzymes-plus-probiotic-dog-cat-powder-supplement-1/?case_option=False,Vitamins & Supplements,['downloaded_images/10100541/10100541_1/image_26132_sgw16ED.jpg'],NaturVet,"NaturVet Digestive Enzymes Plus Pre & Probiotic Powder Dog & Cat Supplement, 4-oz",NaturVet,Digestive Enzymes Plus Pre & Probiotic Powder,Dogs & Cats,4-oz,No
812402000010,210000001557,Cat > Treats > Catnip & Pet Grass Treats,5.99,2,10101011_1,https://www.littlepetexpress.com/products/yeowww-organic-catnip-1/?case_option=False,Catnip & Pet Grass Treats,['downloaded_images/10101011/10101011_1/image_1555_Ph1x7yG.jpg'],Yeowww!,"Yeowww! Organic Cat Catnip, 1-oz",Yeowww!,Organic Catnip,Cats,1-oz,No
878408004865,210000050713,Dog > Food > Wet Food,3.69,23,10100167_1,https://www.littlepetexpress.com/products/weruva-dogs-in-the-kitchen-fowl-ball-with-chicken-breast-turkey-au-jus-grain-free-canned-dog-food-10-oz-can-case-of-12-2/?case_option=False,Wet Food,"['downloaded_images/10100167/10100167_1/image_50713.jpg', 'downloaded_images/10100167/10100167_1/image_50713_KErRM5x.jpg', 'downloaded_images/10100167/10100167_1/image_50713_xdSw8bY.jpg']",Weruva,"Dogs in the Kitchen Fowl Ball with Chicken Breast & Turkey Au Jus Wet Dog Food Can, 10-oz",Weruva,Dogs in the Kitchen Fowl Ball with Chicken Breast & Turkey Au Jus,Dogs,10-oz,Yes
878408004889,210000050715,Dog > Food > Wet Food,3.69,41,10100170_1,https://www.littlepetexpress.com/products/weruva-dogs-in-the-kitchen-goldie-lox-with-chicken-wild-caught-salmon-au-jus-grain-free-canned-dog-food-10-oz-can-case-of-12-2/?case_option=False,Wet Food,"['downloaded_images/10100170/10100170_1/image_50715.jpg', 'downloaded_images/10100170/10100170_1/image_50715_Sa53gFR.jpg', 'downloaded_images/10100170/10100170_1/image_50715_BJX69wu.jpg']",Weruva,"Dogs in the Kitchen Goldie Lox with Chicken & Wild Caught Salmon Au Jus Wet Dog Food Can, 10-oz",Weruva,Dogs in the Kitchen Goldie Lox with Chicken & Wild Caught Salmon Au Jus,Dogs,10-oz,Yes
072705114801,210000054818,Dog > Food > Dry Food,89.99,1,10100278_3,https://www.littlepetexpress.com/products/fromm-four-star-rancherosa-dry-dog-food-formula-4/?case_option=False,Dry Food,"['downloaded_images/10100278/10100278_3/image_54818_LxYoYyC.jpg', 'downloaded_images/10100278/10100278_3/four-star-dog-dry-rancherosa-env-211480.jpg']",Fromm,"Fromm Four-Star Nutritionals Rancherosa Dry Dog Food, 26-lb",Fromm,Four-Star Nutritionals Rancherosa,Dogs,26-lb,No
027795660011,210000026196,Dog > Cleaning & Potty > Deodorizers,21.99,1,10100551,https://www.littlepetexpress.com/products/the-little-pet-shoppe/naturvet-yard-odor-eliminator-32-oz-bottle-1/,Deodorizers,['downloaded_images/10100551/image_26196_pmWL1if.jpg'],NaturVet,"NaturVet Yard Odor Eliminator Refill Stool & Urine Deodorizer, 32-oz",NaturVet,Yard Odor Eliminator Refill Stool & Urine Deodorizer,Dogs,32-oz,No
878408003196,210000052829,Cat > Food > Wet Food,2.19,25,10100895_1,https://www.littlepetexpress.com/products/weruva-truluxe-peking-ducken-with-chicken-duck-in-gravy-grain-free-canned-cat-food/?case_option=False,Wet Food,"['downloaded_images/10100895/10100895_1/image_52829_OV6VZNU.jpg', 'downloaded_images/10100895/10100895_1/image_52829.jpg', 'downloaded_images/10100895/10100895_1/image_52829_jI1CvtQ.jpg']",Weruva,"TRULUXE Peking Ducken with Chicken & Duck in Gravy Wet Cat Food Can, 3-oz",Weruva,TRULUXE Peking Ducken with Chicken & Duck in Gravy,Cats,3-oz,Yes
797801090117,210000026216,Dog > Cleaning & Potty > Potty Training,4.99,1,10100547_1,https://www.littlepetexpress.com/products/naturvet-potty-here-training-aid-1/?case_option=False,Potty Training,['downloaded_images/10100547/10100547_1/image_26216_BCJFEjm.jpg'],NaturVet,"NaturVet Potty Here Outdoor & Indoor Use Training Aid Spray for Dogs, 8-oz",NaturVet,Potty Here Outdoor & Indoor Use Training Aid Spray,Dogs,8-oz,No
852678603874,210000056821,Dog > Treats > Bully Sticks & Natural Chews,19.59,2,10100802_4,https://www.littlepetexpress.com/products/stash-water-buffalo-bubba-chews-5/?case_option=False,Bully Sticks & Natural Chews,['downloaded_images/10100802/10100802_4/image_56963.jpg'],Stash,"Stash Water Buffalo Bubba Chews, Longhorn",Stash,Water Buffalo Bubba Chews,Dogs,Longhorn,No
740120938202,210000056827,Dog > Treats > Bully Sticks & Natural Chews,11.49,7,10100801_1,https://www.littlepetexpress.com/products/stash-dog-jumbo-natural-grass-fed-bully-sticks-12-2/?case_option=False,Bully Sticks & Natural Chews,['downloaded_images/10100801/10100801_1/image_56968.jpg'],Stash,"Stash Dog Jumbo Natural Grass Fed Bully Sticks 12"", each",Stash,Dog Jumbo Natural Grass Fed Bully Sticks,Dogs,12-in,No
894308002473,210000003751,Dog > Food > Dry Food,67.99,1,10100905_2,https://www.littlepetexpress.com/products/victor-active-dog-puppy-formula-grain-free-dry-dog-food-3/?case_option=False,Dry Food,['downloaded_images/10100905/10100905_2/image_3750_SAFSxJr.jpg'],Victor,"Victor Active Dog & Puppy Formula Grain-Free Dry Dog Food, 30-lb",Victor,Active Dog & Puppy Formula Grain-Free,Dogs,30-lb,No
894308002534,210000003752,Dog > Food > Dry Food,39.99,1,10100905_1,https://www.littlepetexpress.com/products/victor-active-dog-puppy-formula-grain-free-dry-dog-food-2/?case_option=False,Dry Food,['downloaded_images/10100905/10100905_1/image_3750_reLT2X5.jpg'],Victor,"Victor Active Dog & Puppy Formula Grain-Free Dry Dog Food, 15-lb",Victor,Active Dog & Puppy Formula Grain-Free The quick brown fox jumped over the lazy dog. The quick brown fox jumped over the lazy dog,Dogs,15-lb,No
813778018999,210000056907,Cat > Food > Wet Food,1.89,3,10100924_1,https://www.littlepetexpress.com/products/weruva-slide-n-serve-jeopurrdy-licious-chicken-cat-food-2/?case_option=False,Wet Food,"['downloaded_images/10100924/10100924_1/image_57049_4cfFdkp.jpg', 'downloaded_images/10100924/10100924_1/image_57049_Y3b718A.jpg', 'downloaded_images/10100924/10100924_1/image_57049.jpg']",Weruva,"Weruva Cat Pate Jeopurrdy Licious Chicken Breast Dinner in a Hydrating Puree Wet Cat Food Pouch, 2.8-oz",Weruva,Pate Jeopurrdy Licious Chicken Breast Dinner in a Hydrating Puree,Cats,2.8-oz,Yes
813778018975,210000056917,Cat > Food > Wet Food,1.89,0,10100926_1,https://www.littlepetexpress.com/products/weruva-slide-n-serve-lets-make-a-meal-lamb-mackerel-cat-food-2/?case_option=False,Wet Food,"['downloaded_images/10100926/10100926_1/image_57059_YF77Iim.jpg', 'downloaded_images/10100926/10100926_1/image_57059_n7YFhwL.jpg', 'downloaded_images/10100926/10100926_1/image_57059.jpg']",Weruva,"Weruva Cat Pate Let's Make a Meal Lamb & Mackerel Dinner in a Hydrating Puree Wet Cat Food Pouch, 2.8-oz",Weruva,Pate Let's Make a Meal Lamb & Mackerel Dinner in a Hydrating Puree,Cats,2.8-oz,Yes
813778018951,210000056922,Cat > Food > Wet Food,1.89,0,10100928_1,https://www.littlepetexpress.com/products/weruva-slide-n-serve-meal-of-fortune-chicken-liver-cat-food-2/?case_option=False,Wet Food,"['downloaded_images/10100928/10100928_1/image_57064_dvR0zwn.jpg', 'downloaded_images/10100928/10100928_1/image_57064_YyVYoaG.jpg', 'downloaded_images/10100928/10100928_1/image_57064.jpg']",Weruva,"Weruva Cat Pate Meal of Fortune Chicken Breast Dinner With Chicken Liver in a Hydrating Puree Wet Cat Food Pouch, 2.8-oz",Weruva,Pate Meal of Fortune Chicken Breast Dinner With Chicken Liver in a Hydrating Puree,Cats,2.8-oz,Yes
810139010029,210000003838,Dog > Toys > Fetch Toys > Balls,13.99,3,10100912_3,https://www.littlepetexpress.com/products/wackywalkr-wunderball-fetch-dog-toy-color-varies-3/?case_option=False,Balls,['downloaded_images/10100912/10100912_3/image_3837_XFS6pZ5.jpg'],WACKYwalk'r,"WACKYwalk'r WUNDERBALL Fetch Dog Toy, Color Varies, Large",WACKYwalk'r,"WUNDERBALL Fetch, Color Varies",Dogs,Large,No
019962895920,210000055040,Dog > Flea & Tick > Sprays & Wipes,30.99,3,10100999_2,https://www.littlepetexpress.com/products/wondercide-natural-flea-tick-control-for-pets-home-peppermint-3/?case_option=False,Sprays & Wipes,['downloaded_images/10100999/10100999_2/image_55046.png'],Wondercide,"Wondercide Peppermint Pets + Home Flea & Tick Control, 16-oz",Wondercide,Peppermint Pets + Home Flea & Tick Control,Dogs & Cats,16-oz,No
